Issue # from Github,Issue URL,Issue title from Github,Name of org in Record ID,Record ID,Related ID,Name of org in Related ID,Relationship of Related ID to Record ID,Current location of Related ID
13003,https://github.com/ror-community/ror-updates/issues/13003,Add a new organization to ROR: Microsoft Research New York City (United States),Microsoft Research New York City (United States),https://ror.org/056zprp28,https://ror.org/00d0nc645,Microsoft (United States),Parent,Production
13003,https://github.com/ror-community/ror-updates/issues/13003,Add a new organization to ROR: Microsoft Research New York City (United States),Microsoft (United States),https://ror.org/00d0nc645,https://ror.org/056zprp28,Microsoft Research New York City (United States),Child,Release
13019,https://github.com/ror-community/ror-updates/issues/13019,"Add a new organization to ROR: 
 
Tübingen AI Center",Tübingen AI Center,https://ror.org/0107nyd78,https://ror.org/03a1kwz48,University of Tübingen,Parent,Production
13019,https://github.com/ror-community/ror-updates/issues/13019,"Add a new organization to ROR: 
 
Tübingen AI Center",University of Tübingen,https://ror.org/03a1kwz48,https://ror.org/0107nyd78,Tübingen AI Center,Child,Release
13019,https://github.com/ror-community/ror-updates/issues/13019,"Add a new organization to ROR: 
 
Tübingen AI Center",Tübingen AI Center,https://ror.org/0107nyd78,https://ror.org/04fq9j139,Max Planck Institute for Intelligent Systems,Parent,Production
13019,https://github.com/ror-community/ror-updates/issues/13019,"Add a new organization to ROR: 
 
Tübingen AI Center",Max Planck Institute for Intelligent Systems,https://ror.org/04fq9j139,https://ror.org/0107nyd78,Tübingen AI Center,Child,Release
13020,https://github.com/ror-community/ror-updates/issues/13020,"Add a new organization to ROR: 
 
Berlin Institute for the Foundations of Learning and Data",Berlin Institute for the Foundations of Learning and Data,https://ror.org/05dsfb086,https://ror.org/03v4gjf40,Technische Universität Berlin,Parent,Production
13020,https://github.com/ror-community/ror-updates/issues/13020,"Add a new organization to ROR: 
 
Berlin Institute for the Foundations of Learning and Data",Technische Universität Berlin,https://ror.org/03v4gjf40,https://ror.org/05dsfb086,Berlin Institute for the Foundations of Learning and Data,Child,Release
13020,https://github.com/ror-community/ror-updates/issues/13020,"Add a new organization to ROR: 
 
Berlin Institute for the Foundations of Learning and Data",Berlin Institute for the Foundations of Learning and Data,https://ror.org/05dsfb086,https://ror.org/001w7jn25,Charité - Universitätsmedizin Berlin,Parent,Production
13020,https://github.com/ror-community/ror-updates/issues/13020,"Add a new organization to ROR: 
 
Berlin Institute for the Foundations of Learning and Data",Charité - Universitätsmedizin Berlin,https://ror.org/001w7jn25,https://ror.org/05dsfb086,Berlin Institute for the Foundations of Learning and Data,Child,Release
13042,https://github.com/ror-community/ror-updates/issues/13042,"Add a new organization to ROR: 
 
CAIMed - Lower Saxony Center for AI and Causal Methods in Medicine",CAIMed - Niedersächsisches Zentrum für KI und Kausale Methoden in der Medizin,https://ror.org/04n901n71,https://ror.org/039t4wk02,L3S Research Center,Parent,Production
13042,https://github.com/ror-community/ror-updates/issues/13042,"Add a new organization to ROR: 
 
CAIMed - Lower Saxony Center for AI and Causal Methods in Medicine",L3S Research Center,https://ror.org/039t4wk02,https://ror.org/04n901n71,CAIMed - Niedersächsisches Zentrum für KI und Kausale Methoden in der Medizin,Child,Release
13042,https://github.com/ror-community/ror-updates/issues/13042,"Add a new organization to ROR: 
 
CAIMed - Lower Saxony Center for AI and Causal Methods in Medicine",CAIMed - Niedersächsisches Zentrum für KI und Kausale Methoden in der Medizin,https://ror.org/04n901n71,https://ror.org/00f2yqf98,Medizinische Hochschule Hannover,Related,Production
13042,https://github.com/ror-community/ror-updates/issues/13042,"Add a new organization to ROR: 
 
CAIMed - Lower Saxony Center for AI and Causal Methods in Medicine",Medizinische Hochschule Hannover,https://ror.org/00f2yqf98,https://ror.org/04n901n71,CAIMed - Niedersächsisches Zentrum für KI und Kausale Methoden in der Medizin,Related,Release
13042,https://github.com/ror-community/ror-updates/issues/13042,"Add a new organization to ROR: 
 
CAIMed - Lower Saxony Center for AI and Causal Methods in Medicine",CAIMed - Niedersächsisches Zentrum für KI und Kausale Methoden in der Medizin,https://ror.org/04n901n71,https://ror.org/03d0p2685,Helmholtz Centre for Infection Research,Related,Production
13042,https://github.com/ror-community/ror-updates/issues/13042,"Add a new organization to ROR: 
 
CAIMed - Lower Saxony Center for AI and Causal Methods in Medicine",Helmholtz Centre for Infection Research,https://ror.org/03d0p2685,https://ror.org/04n901n71,CAIMed - Niedersächsisches Zentrum für KI und Kausale Methoden in der Medizin,Related,Release
13042,https://github.com/ror-community/ror-updates/issues/13042,"Add a new organization to ROR: 
 
CAIMed - Lower Saxony Center for AI and Causal Methods in Medicine",CAIMed - Niedersächsisches Zentrum für KI und Kausale Methoden in der Medizin,https://ror.org/04n901n71,https://ror.org/01y9bpm73,University of Göttingen,Related,Production
