Issue # from Github,Issue URL,Issue title from Github,Name of org in Record ID,Record ID,Related ID,Name of org in Related ID,Relationship of Related ID to Record ID,Current location of Related ID
18661,https://github.com/ror-community/ror-updates/issues/18661,Add a new organization to ROR: Facility for Antiproton and Ion Research (FAIR),Facility for Antiproton and Ion Research (FAIR) – participation of the Czech Republic,https://ror.org/03ahhd635,https://ror.org/04jymbd90,"Czech Academy of Sciences, Nuclear Physics Institute",Parent,Production
18661,https://github.com/ror-community/ror-updates/issues/18661,Add a new organization to ROR: Facility for Antiproton and Ion Research (FAIR),"Czech Academy of Sciences, Nuclear Physics Institute",https://ror.org/04jymbd90,https://ror.org/03ahhd635,Facility for Antiproton and Ion Research (FAIR) – participation of the Czech Republic,Child,Release
18661,https://github.com/ror-community/ror-updates/issues/18661,Add a new organization to ROR: Facility for Antiproton and Ion Research (FAIR),Facility for Antiproton and Ion Research (FAIR) – participation of the Czech Republic,https://ror.org/03ahhd635,https://ror.org/03kqpb082,Czech Technical University in Prague,Parent,Production
18661,https://github.com/ror-community/ror-updates/issues/18661,Add a new organization to ROR: Facility for Antiproton and Ion Research (FAIR),Czech Technical University in Prague,https://ror.org/03kqpb082,https://ror.org/03ahhd635,Facility for Antiproton and Ion Research (FAIR) – participation of the Czech Republic,Child,Release
18661,https://github.com/ror-community/ror-updates/issues/18661,Add a new organization to ROR: Facility for Antiproton and Ion Research (FAIR),Facility for Antiproton and Ion Research (FAIR) – participation of the Czech Republic,https://ror.org/03ahhd635,https://ror.org/024d6js02,Charles University,Parent,Production
18661,https://github.com/ror-community/ror-updates/issues/18661,Add a new organization to ROR: Facility for Antiproton and Ion Research (FAIR),Charles University,https://ror.org/024d6js02,https://ror.org/03ahhd635,Facility for Antiproton and Ion Research (FAIR) – participation of the Czech Republic,Child,Release
18661,https://github.com/ror-community/ror-updates/issues/18661,Add a new organization to ROR: Facility for Antiproton and Ion Research (FAIR),Facility for Antiproton and Ion Research (FAIR) – participation of the Czech Republic,https://ror.org/03ahhd635,https://ror.org/04qxnmv42,Palacký University Olomouc,Parent,Production
18661,https://github.com/ror-community/ror-updates/issues/18661,Add a new organization to ROR: Facility for Antiproton and Ion Research (FAIR),Palacký University Olomouc,https://ror.org/04qxnmv42,https://ror.org/03ahhd635,Facility for Antiproton and Ion Research (FAIR) – participation of the Czech Republic,Child,Release
18661,https://github.com/ror-community/ror-updates/issues/18661,Add a new organization to ROR: Facility for Antiproton and Ion Research (FAIR),Facility for Antiproton and Ion Research (FAIR) – participation of the Czech Republic,https://ror.org/03ahhd635,https://ror.org/02w4f2z17,Silesian University in Opava,Parent,Production
18661,https://github.com/ror-community/ror-updates/issues/18661,Add a new organization to ROR: Facility for Antiproton and Ion Research (FAIR),Silesian University in Opava,https://ror.org/02w4f2z17,https://ror.org/03ahhd635,Facility for Antiproton and Ion Research (FAIR) – participation of the Czech Republic,Child,Release
