html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,locations.geonames_id
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/01h3dr788,,,,,,,,,,,add==501100013845,501100013845,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00f54p054,,,,,,,,,,,add==100010869,100010869,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/0232f6165,,,,,,,,,,,add==501100014824,501100014824,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/05g16vg65,,,,,,,,,,,add==100012280,100012280,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/04wedba92,,,,,,,,,,,add==100013731,100013731,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/0015qa126,,,,,,,,,,,add==100017167,100017167,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00qzypv28,,,,,,,,,,,add==100019904,100019904,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00mskh452,,,,,,,,,,,add==501100009733,501100009733,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/025194b42,,,,,,,,,,,add==100014470,100014470,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/01hw00g98,,,,,,,,,,,add==100015883,100015883,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/03g1fnq23,,,,,,,,,,,add==501100010559,501100010559,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/01qhj1g70,,,,,,,,,,,add==501100022274,501100022274,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00v4yb702,,,,,,,,,,,add==100015853,100015853,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00kt5kp12,,,,,,,,,,,add==100016912,100016912,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/03vkfy293,,,,,,,,,,,add==501100010062,501100010062,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00r6gdp61,,,,,,,,,,,add==501100011893,501100011893,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/014qe3j22,,,,,,,,,,,add==100014549,100014549,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/03qhewz33,,,,,,,,,,,add==100016580,100016580,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00cfam450,,,,,,,,,,,add==501100013294,501100013294,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00gtjrz72,,,,,,,,,,,add==501100015822,501100015822,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/04mjzst24,,,,,,,,,,,add==501100010459,501100010459,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/05hg41718,,,,,,,,,,,add==100014008,100014008,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/048vrgr14,,,,,,,,,,,add==100017412,100017412,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/05r8dqr10,,,,,,,,,,,add==501100023652,501100023652,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/02bctrh07,,,,,,,,,,,add==100008448,100008448,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/04a31ep84,,,,,,,,,,,add==501100009436,501100009436,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00k9hfk65,,,,,,,,,,,add==100011975,100011975,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/005k7hp45,,,,,,,,,,,add==501100010252,501100010252,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/0234wmv40,,,,,,,,,,,add==100020618,100020618,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/04rtjaj74,,,,,,,,,,,add==501100023699,501100023699,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/03s13vb04,,,,,,,,,,,add==501100013427,501100013427,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00bxmqe50,,,,,,,,,,,add==100012373,100012373,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/03r9qc142,,,,,,,,,,,add==501100012621,501100012621,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/035f5f914,,,,,,,,,,,add==501100018955,501100018955,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/010mf0m52,,,,,,,,,,,add==100012356,100012356,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00g1d7b60,,,,,,,,,,,add==100011749,100011749,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/025zmdz23,,,,,,,,,,,add==100013842,100013842,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/042tdr378,,,,,,,,,,,add==100018258,100018258,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/05kyy7d06,,,,,,,,,,,add==501100018891,501100018891,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/05asdy483,,,,,,,,,,,add==100011354,100011354,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/05ed0n793,,,,,,,,,,,add==100011537,100011537,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/03v9efr22,,,,,,,,,,,add==100013684,100013684,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/05p330p21,,,,,,,,,,,add==100010893,100010893,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/01qz4yx77,,,,,,,,,,,add==100015544,100015544,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/04mqc6b03,,,,,,,,,,,add==501100020637,501100020637,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/044e2ja82,,,,,,,,,,,add==501100016137,501100016137,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/01bgbk171,,,,,,,,,,,add==100017291,100017291,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/042sjcz88,,,,,,,,,,,add==501100013629,501100013629,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/043w3h917,,,,,,,,,,,add==100012073,100012073,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/03ab8zv57,,,,,,,,,,,add==100014249,100014249,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/024tgbv41,,,,,,,,,,,add==100015277,100015277,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00bw3sa48,,,,,,,,,,,add==100011243,100011243,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00yh11w37,,,,,,,,,,,add==100016187,100016187,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/00bm1k740,,,,,,,,,,,add==501100009451,501100009451,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/05bsra506,,,,,,,,,,,add==100011733,100011733,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/025194b42,,,,,,,,,,,add==100014471,100014471,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/018hjpz25,,,,,,,,,,,add==501100018836,501100018836,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/05vn9ks38,,,,,,,,,,,add==100011725,100011725,,,,,,,
https://github.com/ror-community/ror-updates/issues/13895,https://ror.org/01tx6pn92,,,,,,,,,,,add==100013991,100013991,,,,,,,
